repo,parent commit,method path,rank,RR,AP,hit@10,sort_ranks,ground truth size,inner corpus size,outer corpus size,repo size
apache/ant-ivy,aefb24facc745fdec7b16fa28aac6538e4a8b00c,src/java/org/apache/ivy/util/url/HttpClientHandler.java/checkStatusCode,1.0,1.0,1.0,1.0,"[1.0, 5438.0]",1,33,5404,5438
apache/ant-ivy,aefb24facc745fdec7b16fa28aac6538e4a8b00c,src/java/org/apache/ivy/util/url/BasicURLHandler.java/checkStatusCode,1.0,1.0,1.0,1.0,"[1.0, 5438.0]",1,8,5429,5438
apache/ant-ivy,f3fa2da056c709cb570740c0390682bef8be60a4,src/java/org/apache/ivy/ant/IvyRepositoryReport.java/doExecute,9.0,0.1111111111111111,0.04367353252177118,1.0,"[9.0, 32.0, 35.0, 107.0, 297.0, 383.0, 737.0, 749.0, 3952.0]",8,34,3917,3952
apache/ant-ivy,f3fa2da056c709cb570740c0390682bef8be60a4,src/java/org/apache/ivy/core/install/InstallEngine.java/install,17.0,0.058823529411764705,0.020631427012552456,0.0,"[17.0, 224.0, 243.0, 248.0, 296.0, 309.0, 455.0, 467.0, 3952.0]",8,1,3950,3952
apache/ant-ivy,f3fa2da056c709cb570740c0390682bef8be60a4,src/java/org/apache/ivy/core/search/SearchEngine.java/listTokenValues,7.0,0.14285714285714285,0.1395864030046824,1.0,"[7.0, 11.0, 18.0, 19.0, 21.0, 47.0, 208.0, 519.0, 3952.0]",8,10,3941,3952
apache/ant-ivy,f3fa2da056c709cb570740c0390682bef8be60a4,src/java/org/apache/ivy/core/search/SearchEngine.java/listOrganisationEntries,1.0,1.0,0.7230082206635451,1.0,"[1.0, 2.0, 3.0, 4.0, 6.0, 7.0, 107.0, 284.0, 3952.0]",8,10,3941,3952
apache/ant-ivy,f3fa2da056c709cb570740c0390682bef8be60a4,src/java/org/apache/ivy/core/search/SearchEngine.java/listOrganisations,1.0,1.0,0.7261121553884712,1.0,"[1.0, 2.0, 3.0, 4.0, 6.0, 7.0, 84.0, 228.0, 3952.0]",8,10,3941,3952
apache/ant-ivy,f3fa2da056c709cb570740c0390682bef8be60a4,src/java/org/apache/ivy/core/search/SearchEngine.java/listModuleEntries,1.0,1.0,0.6720238627223165,1.0,"[1.0, 2.0, 3.0, 4.0, 5.0, 20.0, 134.0, 334.0, 3952.0]",8,10,3941,3952
apache/ant-ivy,f3fa2da056c709cb570740c0390682bef8be60a4,src/java/org/apache/ivy/core/search/SearchEngine.java/listModules,1.0,1.0,0.6865656936290498,1.0,"[1.0, 2.0, 3.0, 4.0, 5.0, 21.0, 72.0, 73.0, 3952.0]",8,8,3941,3952
apache/ant-ivy,f3fa2da056c709cb570740c0390682bef8be60a4,src/java/org/apache/ivy/core/search/SearchEngine.java/listRevisionEntries,1.0,1.0,0.6932928751576293,1.0,"[1.0, 2.0, 3.0, 4.0, 5.0, 26.0, 28.0, 122.0, 3952.0]",8,10,3941,3952
apache/ant-ivy,f3fa2da056c709cb570740c0390682bef8be60a4,src/java/org/apache/ivy/core/search/SearchEngine.java/listRevisions,1.0,1.0,0.6748906810035842,1.0,"[1.0, 2.0, 3.0, 4.0, 5.0, 27.0, 62.0, 125.0, 3952.0]",8,10,3941,3952
apache/ant-ivy,0baa78fc53467ec1e46db1c52877a3973f753d6b,src/java/org/apache/ivy/plugins/resolver/RepositoryResolver.java/findResourceUsingPattern,52.0,0.019230769230769232,0.01904375794343959,0.0,"[52.0, 75.0, 107.0, 162.0, 163.0, 459.0, 551.0, 576.0, 3707.0, 4445.0]",9,21,4423,4445
apache/ant-ivy,0baa78fc53467ec1e46db1c52877a3973f753d6b,src/java/org/apache/ivy/core/cache/DefaultRepositoryCacheManager.java/MyModuleDescriptorProvider,2802.0,0.00035688793718772306,0.001385457145391237,0.0,"[2802.0, 2899.0, 2986.0, 3264.0, 3320.0, 3382.0, 3811.0, 4128.0, 4211.0, 4445.0]",9,81,4363,4445
apache/ant-ivy,0baa78fc53467ec1e46db1c52877a3973f753d6b,src/java/org/apache/ivy/core/cache/DefaultRepositoryCacheManager.java/provideModule,3.0,0.3333333333333333,0.044660011553862095,1.0,"[3.0, 106.0, 242.0, 364.0, 581.0, 1024.0, 1656.0, 1801.0, 2796.0, 4445.0]",9,81,4363,4445
apache/ant-ivy,0baa78fc53467ec1e46db1c52877a3973f753d6b,src/java/org/apache/ivy/core/cache/DefaultRepositoryCacheManager.java/getMdFromCache,1.0,1.0,0.12048290813436416,1.0,"[1.0, 179.0, 217.0, 283.0, 358.0, 381.0, 1027.0, 1527.0, 2613.0, 4445.0]",9,81,4363,4445
apache/ant-ivy,0baa78fc53467ec1e46db1c52877a3973f753d6b,src/java/org/apache/ivy/core/cache/DefaultRepositoryCacheManager.java/getStaledMd,1.0,1.0,0.12723698770172975,1.0,"[1.0, 109.0, 110.0, 112.0, 188.0, 289.0, 1060.0, 1616.0, 1842.0, 4445.0]",9,81,4363,4445
apache/ant-ivy,0baa78fc53467ec1e46db1c52877a3973f753d6b,src/java/org/apache/ivy/core/cache/DefaultRepositoryCacheManager.java/cacheModuleDescriptor,41.0,0.024390243902439025,0.017143006208436118,0.0,"[41.0, 82.0, 139.0, 255.0, 257.0, 317.0, 337.0, 1277.0, 3193.0, 4445.0]",9,81,4363,4445
apache/ant-ivy,0baa78fc53467ec1e46db1c52877a3973f753d6b,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorParser.java/parseDescriptor,6.0,0.16666666666666666,0.028591271870212806,1.0,"[6.0, 59.0, 210.0, 380.0, 556.0, 811.0, 1149.0, 1292.0, 2753.0, 4445.0]",9,10,4433,4445
apache/ant-ivy,0baa78fc53467ec1e46db1c52877a3973f753d6b,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorParser.java/parseOtherPom,2.0,0.5,0.07296323324036572,1.0,"[2.0, 57.0, 118.0, 125.0, 160.0, 671.0, 821.0, 845.0, 1507.0, 4445.0]",9,11,4433,4445
apache/ant-ivy,0baa78fc53467ec1e46db1c52877a3973f753d6b,src/java/org/apache/ivy/plugins/parser/m2/PomReader.java/PomReader,77.0,0.012987012987012988,0.006609258838150723,0.0,"[77.0, 138.0, 723.0, 953.0, 1000.0, 1116.0, 1454.0, 1643.0, 2502.0, 4445.0]",9,43,4401,4445
apache/ant-ivy,0baa78fc53467ec1e46db1c52877a3973f753d6b,src/java/org/apache/ivy/plugins/parser/xml/XmlModuleDescriptorParser.java/parseOtherIvyFile,1.0,1.0,0.14891431773614847,1.0,"[1.0, 18.0, 48.0, 83.0, 89.0, 190.0, 362.0, 899.0, 3703.0, 4445.0]",9,73,4371,4445
apache/ant-ivy,88004447d956a97b0e1765c73ae7649029dc87a2,src/java/org/apache/ivy/core/cache/DefaultRepositoryCacheManager.java/getArchivePathInCache,300.0,0.0033333333333333335,0.0033333333333333335,0.0,"[300.0, 4015.0]",1,70,3943,4015
apache/ant-ivy,88004447d956a97b0e1765c73ae7649029dc87a2,src/java/org/apache/ivy/core/cache/DefaultRepositoryCacheManager.java/getOriginalMetadataArtifact,1095.0,0.0009132420091324201,0.0009132420091324201,0.0,"[1095.0, 4015.0]",1,71,3943,4015
apache/ant-ivy,1e19908591da85e378e26b0a99d07406cd878ee1,src/java/fr/jayasoft/ivy/Ivy.java/retrieve,48.0,0.020833333333333332,0.020833333333333332,0.0,"[48.0, 1758.0]",1,133,1623,1758
apache/ant-ivy,1e19908591da85e378e26b0a99d07406cd878ee1,src/java/fr/jayasoft/ivy/ant/IvyRetrieve.java/execute,38.0,0.02631578947368421,0.02631578947368421,0.0,"[38.0, 1758.0]",1,14,1743,1758
apache/ant-ivy,b61f5d2ff2487d639ae8d1a86c1acb3b6f4825c8,src/java/fr/jayasoft/ivy/xml/XmlModuleDescriptorUpdater.java/update,140.0,0.007142857142857143,0.012797381230444112,0.0,"[140.0, 153.0, 154.0, 348.0, 1936.0]",4,17,1917,1936
apache/ant-ivy,b61f5d2ff2487d639ae8d1a86c1acb3b6f4825c8,src/java/fr/jayasoft/ivy/xml/XmlModuleDescriptorUpdater.java/startElement,1.0,1.0,0.5085880750605327,1.0,"[1.0, 2.0, 118.0, 448.0, 1936.0]",4,17,1917,1936
apache/ant-ivy,b61f5d2ff2487d639ae8d1a86c1acb3b6f4825c8,src/java/fr/jayasoft/ivy/xml/XmlModuleDescriptorUpdater.java/copyHeader,111.0,0.009009009009009009,0.007443377594613843,0.0,"[111.0, 277.0, 354.0, 789.0, 1936.0]",4,18,1917,1936
apache/ant-ivy,b61f5d2ff2487d639ae8d1a86c1acb3b6f4825c8,src/java/fr/jayasoft/ivy/xml/XmlModuleDescriptorParser.java/startElement,1.0,1.0,0.4227880754748382,1.0,"[1.0, 3.0, 147.0, 981.0, 1936.0]",4,15,1920,1936
apache/ant-ivy,b61f5d2ff2487d639ae8d1a86c1acb3b6f4825c8,src/java/fr/jayasoft/ivy/util/XMLHelper.java/parse,115.0,0.008695652173913044,0.00833376881270903,0.0,"[115.0, 192.0, 468.0, 512.0, 1936.0]",4,2,1932,1936
apache/ant-ivy,547691c621d6cf7c9ceab9c90d2097a35e79c1db,src/java/org/apache/ivy/core/publish/PublishEngine.java/publish,33.0,0.030303030303030304,0.030303030303030304,0.0,"[33.0, 4127.0]",1,1,4123,4127
apache/ant-ivy,547691c621d6cf7c9ceab9c90d2097a35e79c1db,src/java/org/apache/ivy/ant/IvyPublish.java/doExecute,17.0,0.058823529411764705,0.058823529411764705,0.0,"[17.0, 4127.0]",1,62,4064,4127
apache/ant-ivy,63b2ea841abd0069145443e5b140148960227b6e,src/java/fr/jayasoft/ivy/xml/XmlModuleDescriptorUpdater.java/update,64.0,0.015625,0.015625,0.0,"[64.0, 1463.0]",1,10,1450,1463
apache/ant-ivy,63b2ea841abd0069145443e5b140148960227b6e,src/java/fr/jayasoft/ivy/xml/XmlModuleDescriptorUpdater.java/startElement,1.0,1.0,1.0,1.0,"[1.0, 1463.0]",1,11,1450,1463
apache/ant-ivy,0d07eac1699dfa39048a0edb66e11308669a9961,src/java/fr/jayasoft/ivy/resolver/ChainResolver.java/getDependency,3.0,0.3333333333333333,0.17454068241469817,1.0,"[3.0, 127.0, 1840.0]",2,21,1818,1840
apache/ant-ivy,0d07eac1699dfa39048a0edb66e11308669a9961,src/java/fr/jayasoft/ivy/resolver/BasicResolver.java/getDependency,24.0,0.041666666666666664,0.025106837606837608,0.0,"[24.0, 234.0, 1840.0]",2,40,1799,1840
apache/ant-ivy,0d07eac1699dfa39048a0edb66e11308669a9961,src/java/fr/jayasoft/ivy/resolver/BasicResolver.java/isResolved,328.0,0.003048780487804878,0.004439842138946171,0.0,"[328.0, 343.0, 1840.0]",2,40,1799,1840
apache/ant-ivy,e556b3cdeb75a6ed2285f581164d76f743ab85ee,src/java/org/apache/ivy/plugins/resolver/IBiblioResolver.java/findArtifactRef,1868.0,0.0005353319057815846,0.0005353319057815846,0.0,"[1868.0, 4328.0]",1,38,4289,4328
apache/ant-ivy,e556b3cdeb75a6ed2285f581164d76f743ab85ee,src/java/org/apache/ivy/plugins/resolver/IBiblioResolver.java/findSnapshotVersion,1638.0,0.0006105006105006105,0.0006105006105006105,0.0,"[1638.0, 4328.0]",1,38,4289,4328
apache/ant-ivy,24f7524858704327230c6348fcd1ec99b8e59d3b,src/java/org/apache/ivy/util/MessageLoggerEngine.java/getErrors,1.0,1.0,0.5229073461713026,1.0,"[1.0, 2.0, 5.0, 485.0, 795.0, 3379.0]",5,23,3355,3379
apache/ant-ivy,24f7524858704327230c6348fcd1ec99b8e59d3b,src/java/org/apache/ivy/util/MessageLoggerEngine.java/getProblems,1.0,1.0,0.4309169298351628,1.0,"[1.0, 2.0, 20.0, 1754.0, 2170.0, 3379.0]",5,23,3355,3379
apache/ant-ivy,24f7524858704327230c6348fcd1ec99b8e59d3b,src/java/org/apache/ivy/util/MessageLoggerEngine.java/getWarns,1.0,1.0,0.4257717380058851,1.0,"[1.0, 2.0, 24.0, 1929.0, 2801.0, 3379.0]",5,23,3355,3379
apache/ant-ivy,24f7524858704327230c6348fcd1ec99b8e59d3b,src/java/org/apache/ivy/util/MessageLoggerEngine.java/clearProblems,246.0,0.0040650406504065045,0.00644450981731548,0.0,"[246.0, 371.0, 425.0, 553.0, 590.0, 3379.0]",5,23,3355,3379
apache/ant-ivy,24f7524858704327230c6348fcd1ec99b8e59d3b,src/java/org/apache/ivy/util/MessageLoggerEngine.java/error,5.0,0.2,0.042298165630354045,1.0,"[5.0, 324.0, 1424.0, 2768.0, 2831.0, 3379.0]",5,23,3355,3379
apache/ant-ivy,24f7524858704327230c6348fcd1ec99b8e59d3b,src/java/org/apache/ivy/util/MessageLoggerEngine.java/warn,44.0,0.022727272727272728,0.006408732875580513,0.0,"[44.0, 420.0, 1827.0, 2962.0, 3201.0, 3379.0]",5,23,3355,3379
apache/ant-ivy,b7ede187f60719aa24a52f8159a7d8a47965f0f6,src/java/org/apache/ivy/plugins/resolver/BasicResolver.java/cacheModuleDescriptor,6.0,0.16666666666666666,0.16666666666666666,1.0,"[6.0, 5601.0]",1,67,5533,5601
apache/ant-ivy,b7ede187f60719aa24a52f8159a7d8a47965f0f6,src/java/org/apache/ivy/plugins/resolver/BasicResolver.java/checkDescriptorConsistency,7.0,0.14285714285714285,0.14285714285714285,1.0,"[7.0, 5601.0]",1,67,5533,5601
apache/ant-ivy,b1cfd88a8c23302077bda847f4da7f0b5fc59ec1,src/java/org/apache/ivy/util/url/BasicURLHandler.java/getURLInfo,970.0,0.0010309278350515464,0.0010576789648094307,0.0,"[970.0, 1971.0, 2661.0, 4295.0]",3,7,4286,4295
apache/ant-ivy,b1cfd88a8c23302077bda847f4da7f0b5fc59ec1,src/java/org/apache/ivy/util/url/BasicURLHandler.java/openStream,4.0,0.25,0.22424242424242424,1.0,"[4.0, 5.0, 132.0, 4295.0]",3,8,4286,4295
apache/ant-ivy,b1cfd88a8c23302077bda847f4da7f0b5fc59ec1,src/java/org/apache/ivy/util/url/BasicURLHandler.java/download,8.0,0.125,0.1597222222222222,1.0,"[8.0, 12.0, 16.0, 4295.0]",3,8,4286,4295
apache/ant-ivy,b1cfd88a8c23302077bda847f4da7f0b5fc59ec1,src/java/org/apache/ivy/util/url/BasicURLHandler.java/upload,2.0,0.5,0.19290495314591702,1.0,"[2.0, 30.0, 249.0, 4295.0]",3,8,4286,4295
apache/ant-ivy,ff2f32b914a5486e4f4870c6bc6fae14a85fb086,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorParser.java/parseDescriptor,338.0,0.0029585798816568047,0.002121539369649083,0.0,"[338.0, 952.0, 1516.0, 1576.0, 2835.0, 3225.0, 3350.0, 4004.0, 4321.0, 5141.0, 5515.0, 5587.0, 5645.0]",12,10,5633,5645
apache/ant-ivy,ff2f32b914a5486e4f4870c6bc6fae14a85fb086,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorBuilder.java/addDependencyMgt,1.0,1.0,0.2117986063864646,1.0,"[1.0, 4.0, 7.0, 8.0, 156.0, 376.0, 457.0, 532.0, 741.0, 826.0, 1409.0, 4635.0, 5645.0]",12,48,5596,5645
apache/ant-ivy,ff2f32b914a5486e4f4870c6bc6fae14a85fb086,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorBuilder.java/addPlugin,209.0,0.004784688995215311,0.00403773212975221,0.0,"[209.0, 456.0, 669.0, 894.0, 1221.0, 1349.0, 1413.0, 1917.0, 2298.0, 2481.0, 4828.0, 4942.0, 5645.0]",12,48,5596,5645
apache/ant-ivy,ff2f32b914a5486e4f4870c6bc6fae14a85fb086,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorBuilder.java/getPlugins,2.0,0.5,0.07451013629225033,1.0,"[2.0, 11.0, 36.0, 106.0, 273.0, 406.0, 439.0, 488.0, 618.0, 2416.0, 2635.0, 4102.0, 5645.0]",12,48,5596,5645
apache/ant-ivy,ff2f32b914a5486e4f4870c6bc6fae14a85fb086,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorBuilder.java/getDefaultVersion,1.0,1.0,0.20090856024871526,1.0,"[1.0, 3.0, 19.0, 31.0, 50.0, 54.0, 77.0, 131.0, 179.0, 556.0, 613.0, 1498.0, 5645.0]",12,48,5596,5645
apache/ant-ivy,ff2f32b914a5486e4f4870c6bc6fae14a85fb086,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorBuilder.java/getDefaultScope,1.0,1.0,0.18197011333635435,1.0,"[1.0, 6.0, 14.0, 20.0, 38.0, 71.0, 94.0, 105.0, 221.0, 1045.0, 1108.0, 1325.0, 5645.0]",12,48,5596,5645
apache/ant-ivy,ff2f32b914a5486e4f4870c6bc6fae14a85fb086,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorBuilder.java/getDependencyMgtExclusions,1.0,1.0,0.11929528168188881,1.0,"[1.0, 10.0, 84.0, 99.0, 121.0, 216.0, 412.0, 453.0, 468.0, 531.0, 1139.0, 3035.0, 5645.0]",12,48,5596,5645
apache/ant-ivy,ff2f32b914a5486e4f4870c6bc6fae14a85fb086,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorBuilder.java/getDependencyManagementMap,1.0,1.0,0.22600148989676083,1.0,"[1.0, 2.0, 12.0, 44.0, 101.0, 104.0, 121.0, 138.0, 165.0, 254.0, 423.0, 426.0, 5645.0]",12,47,5596,5645
apache/ant-ivy,ff2f32b914a5486e4f4870c6bc6fae14a85fb086,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorBuilder.java/getDependencyManagements,2.0,0.5,0.19725545109730766,1.0,"[2.0, 3.0, 8.0, 20.0, 47.0, 57.0, 76.0, 82.0, 90.0, 111.0, 462.0, 1178.0, 5645.0]",12,48,5596,5645
apache/ant-ivy,ff2f32b914a5486e4f4870c6bc6fae14a85fb086,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorBuilder.java/addExtraInfo,301.0,0.0033222591362126247,0.004449768465435101,0.0,"[301.0, 542.0, 610.0, 631.0, 695.0, 1150.0, 1348.0, 1399.0, 2487.0, 3141.0, 4457.0, 4735.0, 5645.0]",12,48,5596,5645
apache/ant-ivy,ff2f32b914a5486e4f4870c6bc6fae14a85fb086,src/java/org/apache/ivy/plugins/parser/xml/XmlModuleDescriptorParser.java/mergeInfo,25.0,0.04,0.03029534398340827,0.0,"[25.0, 48.0, 54.0, 76.0, 128.0, 140.0, 220.0, 277.0, 563.0, 1252.0, 2449.0, 4603.0, 5645.0]",12,76,5568,5645
apache/ant-ivy,ff2f32b914a5486e4f4870c6bc6fae14a85fb086,src/java/org/apache/ivy/osgi/repo/AbstractOSGiResolver.java/buildResolvedCapabilityMd,1.0,1.0,0.0983051562090503,1.0,"[1.0, 65.0, 161.0, 189.0, 252.0, 321.0, 424.0, 569.0, 682.0, 715.0, 1618.0, 1996.0, 5645.0]",12,23,5621,5645
apache/ant-ivy,ff2f32b914a5486e4f4870c6bc6fae14a85fb086,src/java/org/apache/ivy/osgi/core/BundleInfoAdapter.java/toModuleDescriptor,114.0,0.008771929824561403,0.007875850087768642,0.0,"[114.0, 129.0, 252.0, 297.0, 303.0, 595.0, 2143.0, 2469.0, 2498.0, 3086.0, 4001.0, 5513.0, 5645.0]",12,9,5634,5645
apache/ant-ivy,de07bb13f0a395c2c9b7469b13736e0212eebcca,src/java/org/apache/ivy/plugins/matcher/ModuleIdMatcher.java/ModuleIdMatcher,197.0,0.005076142131979695,0.0025043811920185777,0.0,"[197.0, 1764.0, 2302.0, 3113.0]",3,2,3110,3113
apache/ant-ivy,de07bb13f0a395c2c9b7469b13736e0212eebcca,src/java/org/apache/ivy/core/settings/XmlSettingsParser.java/startElement,1059.0,0.0009442870632672333,0.0011810848439337536,0.0,"[1059.0, 1798.0, 2018.0, 3113.0]",3,6,3106,3113
apache/ant-ivy,de07bb13f0a395c2c9b7469b13736e0212eebcca,src/java/org/apache/ivy/core/module/id/ModuleId.java/equals,338.0,0.0029585798816568047,0.0024494716746328586,0.0,"[338.0, 713.0, 1893.0, 3113.0]",3,9,3103,3113
apache/ant-ivy,de07bb13f0a395c2c9b7469b13736e0212eebcca,src/java/org/apache/ivy/core/module/id/ModuleId.java/_hashCode,339.0,0.0029498525073746312,0.0017070974519983054,0.0,"[339.0, 2101.0, 2460.0, 3113.0]",3,9,3103,3113
apache/ant-ivy,34f4d7a7d73cbbaaf3f0a9e79036a1a8179f27d8,src/java/org/apache/ivy/core/cache/CacheManager.java/saveArtifactOrigin,3.0,0.3333333333333333,0.41666666666666663,1.0,"[3.0, 4.0, 3136.0]",2,25,3110,3136
apache/ant-ivy,34f4d7a7d73cbbaaf3f0a9e79036a1a8179f27d8,src/java/org/apache/ivy/core/cache/CacheManager.java/getSavedArtifactOrigin,1.0,1.0,0.8333333333333333,1.0,"[1.0, 3.0, 3136.0]",2,25,3110,3136
apache/ant-ivy,34f4d7a7d73cbbaaf3f0a9e79036a1a8179f27d8,src/java/org/apache/ivy/core/cache/CacheManager.java/removeSavedArtifactOrigin,5.0,0.2,0.2111111111111111,1.0,"[5.0, 9.0, 3136.0]",2,25,3110,3136
apache/ant-ivy,7b93fad2570e713762fc845db5dc56bc2ffdc476,src/java/org/apache/ivy/plugins/resolver/BasicResolver.java/getDependency,19.0,0.05263157894736842,0.05263157894736842,0.0,"[19.0, 4545.0]",1,64,4480,4545
apache/ant-ivy,7b93fad2570e713762fc845db5dc56bc2ffdc476,src/java/org/apache/ivy/core/resolve/ResolveEngine.java/resolve,3926.0,0.00025471217524197657,0.00025471217524197657,0.0,"[3926.0, 4545.0]",1,28,4512,4545
apache/ant-ivy,5240c8825896997f0845e354a51b1ac725dfe06b,src/java/org/apache/ivy/plugins/version/LatestVersionMatcher.java/needModuleDescriptor,136.0,0.007352941176470588,0.007352941176470588,0.0,"[136.0, 5704.0]",1,5,5698,5704
apache/ant-ivy,5240c8825896997f0845e354a51b1ac725dfe06b,src/java/org/apache/ivy/plugins/version/LatestVersionMatcher.java/accept,2504.0,0.00039936102236421724,0.00039936102236421724,0.0,"[2504.0, 5704.0]",1,4,5698,5704
apache/ant-ivy,eb08e0f4c0b3360cb9a09ef73fd8baf9a8ed08b7,src/java/org/apache/ivy/plugins/conflict/LatestCompatibleConflictManager.java/blackListIncompatibleCallerAndRestartResolveIfPossible,260.0,0.0038461538461538464,0.00483005366726297,0.0,"[260.0, 344.0, 5449.0]",2,9,5439,5449
apache/ant-ivy,eb08e0f4c0b3360cb9a09ef73fd8baf9a8ed08b7,src/java/org/apache/ivy/plugins/conflict/LatestCompatibleConflictManager.java/handleIncompatibleCaller,1.0,1.0,0.5059880239520959,1.0,"[1.0, 167.0, 5449.0]",2,9,5439,5449
apache/ant-ivy,eb08e0f4c0b3360cb9a09ef73fd8baf9a8ed08b7,src/java/org/apache/ivy/plugins/conflict/LatestCompatibleConflictManager.java/blackListIncompatibleCaller,1.0,1.0,0.5140845070422535,1.0,"[1.0, 71.0, 5449.0]",2,9,5439,5449
apache/ant-ivy,b2941d062d93c555aea5518f808db90bf2a92728,src/java/org/apache/ivy/plugins/resolver/AbstractResolver.java/exists,40.0,0.025,0.017024886877828056,0.0,"[40.0, 221.0, 4249.0]",2,63,4185,4249
apache/ant-ivy,b2941d062d93c555aea5518f808db90bf2a92728,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorParser.java/parseDescriptor,688.0,0.0014534883720930232,0.0012486648541049667,0.0,"[688.0, 1916.0, 4249.0]",2,10,4237,4249
apache/ant-ivy,b2941d062d93c555aea5518f808db90bf2a92728,src/java/org/apache/ivy/plugins/parser/m2/PomModuleDescriptorParser.java/addSourcesAndJavadocArtifactsIfPresent,18.0,0.05555555555555555,0.032828282828282825,0.0,"[18.0, 198.0, 4249.0]",2,11,4237,4249
apache/ant-ivy,c370a753fc0de5b31935e87e98e91f256885bfed,src/java/fr/jayasoft/ivy/resolver/BasicResolver.java/getLatestStrategy,564.0,0.0017730496453900709,0.0027771849120984174,0.0,"[564.0, 618.0, 903.0, 1342.0]",3,38,1303,1342
apache/ant-ivy,c370a753fc0de5b31935e87e98e91f256885bfed,src/java/fr/jayasoft/ivy/resolver/BasicResolver.java/setLatestStrategy,102.0,0.00980392156862745,0.004689763878320315,0.0,"[102.0, 1032.0, 1289.0, 1342.0]",3,38,1303,1342
apache/ant-ivy,c370a753fc0de5b31935e87e98e91f256885bfed,src/java/fr/jayasoft/ivy/resolver/BasicResolver.java/setLatest,42.0,0.023809523809523808,0.00966665559167706,0.0,"[42.0, 822.0, 1088.0, 1342.0]",3,38,1303,1342
apache/ant-ivy,c370a753fc0de5b31935e87e98e91f256885bfed,src/java/fr/jayasoft/ivy/resolver/ChainResolver.java/getDependency,387.0,0.002583979328165375,0.00246049530832532,0.0,"[387.0, 790.0, 1324.0, 1342.0]",3,10,1331,1342
apache/ant-ivy,b2c432a9c9c35cb80552918aa2f6c795eba89757,src/java/fr/jayasoft/ivy/repository/AbstractRepository.java/fireTransferCompleted,8.0,0.125,0.125,1.0,"[8.0, 2796.0]",1,17,2777,2796
apache/ant-ivy,b2c432a9c9c35cb80552918aa2f6c795eba89757,src/java/fr/jayasoft/ivy/repository/AbstractRepository.java/fireTransferError,24.0,0.041666666666666664,0.041666666666666664,0.0,"[24.0, 2796.0]",1,17,2777,2796
apache/ant-ivy,8e1addfc56ff9b554bfb00e28ba359db28c075fe,src/java/org/apache/ivy/ant/IvyBuildNumber.java/doExecute,17.0,0.058823529411764705,0.058823529411764705,0.0,"[17.0, 4376.0]",1,35,4340,4376
apache/ant-ivy,8e1addfc56ff9b554bfb00e28ba359db28c075fe,src/java/org/apache/ivy/ant/IvyBuildNumber.java/getMatcher,10.0,0.1,0.1,1.0,"[10.0, 4376.0]",1,35,4340,4376
apache/ant-ivy,a76db99d17dd5f26066189b75da592cd6e0b14e3,src/java/org/apache/ivy/core/module/descriptor/DefaultDependencyDescriptor.java/transformInstance,1250.0,0.0008,0.001178391019137994,0.0,"[1250.0, 2003.0, 2297.0, 2486.0, 3117.0]",4,42,3073,3117
apache/ant-ivy,a76db99d17dd5f26066189b75da592cd6e0b14e3,src/java/org/apache/ivy/core/module/descriptor/DefaultDependencyDescriptor.java/getDependencyArtifacts,1.0,1.0,0.7508904719501336,1.0,"[1.0, 2.0, 3.0, 1123.0, 3117.0]",4,43,3073,3117
apache/ant-ivy,a76db99d17dd5f26066189b75da592cd6e0b14e3,src/java/org/apache/ivy/core/module/descriptor/DefaultDependencyDescriptor.java/getDependencyArtifactsIncludes,2.0,0.5,0.1262874103216262,1.0,"[2.0, 1568.0, 1696.0, 1900.0, 3117.0]",4,42,3073,3117
apache/ant-ivy,a76db99d17dd5f26066189b75da592cd6e0b14e3,src/java/org/apache/ivy/core/module/descriptor/DefaultDependencyDescriptor.java/getDependencyArtifactsExcludes,9.0,0.1111111111111111,0.029107187189154206,1.0,"[9.0, 1510.0, 1671.0, 1820.0, 3117.0]",4,42,3073,3117
apache/ant-ivy,a76db99d17dd5f26066189b75da592cd6e0b14e3,src/java/org/apache/ivy/core/module/descriptor/DefaultDependencyDescriptor.java/getAllDependencyArtifacts,1.0,1.0,0.31170933047131894,1.0,"[1.0, 14.0, 32.0, 391.0, 3117.0]",4,43,3073,3117
apache/ant-ivy,297b84d56d93931833f8448cfef127db24b0266e,src/java/fr/jayasoft/ivy/IvyNode.java/IvyNode,210.0,0.004761904761904762,0.003766375543037216,0.0,"[210.0, 824.0, 948.0, 1054.0, 1103.0, 1532.0, 1771.0]",6,117,1652,1771
